"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","positive regulation of response to stimulus","GO:0048584","false","0.0006339718760341627","3.19793000766099","2320","86","27","20972","APOE,EGF,F7,FABP4,FGF21,ITGA2,ITGA5,ITGAV,ITGB1,KLK3,LEP,LYN,NBN,NCK2,OCLN,PLAT,PTPN6,SERPINE1,SHC1,SNCA,SRC,STAT5B,TBL1X,TP53BP1,TPR,VAV3,YES1"
"GO:BP","regulation of endocytosis","GO:0030100","false","0.0006814008496488879","3.1665973292395333","292","86","10","20972","ANXA2,APOE,EGF,ITGA2,ITGAV,SERPINE1,SIRPA,SNCA,SRC,WASL"
"GO:BP","system development","GO:0048731","false","0.0006967140694484518","3.156945419231284","4023","86","37","20972","AKT2,ANXA2,APOE,ATF2,BHLHE40,CALCA,CGA,COL2A1,COL4A1,EGF,FGF21,GFAP,ITGA2,ITGA5,ITGAV,ITGB1,KLK3,LEP,LYN,MYH9,MYL3,NBN,NCK2,NPHS2,PDLIM5,PRKG1,PTPN6,SERPINE1,SHC1,SNCA,SRC,STAT5B,TP53BP1,TYMP,VAV3,VIM,WASL"
"GO:BP","organic anion transport","GO:0015711","false","0.0007183514114083917","3.1436630506041903","456","86","12","20972","AKT2,APOE,CES1,FABP1,FABP4,GFAP,ITGB1,LEP,LYN,PRKG1,SLC16A1,SNCA"
"GO:BP","regulation of blood coagulation","GO:0030193","false","0.0007411366859152838","3.1301016888297934","68","86","6","20972","ANXA2,APOE,F7,PLAT,PRKG1,SERPINE1"
"GO:BP","tube development","GO:0035295","false","0.0007764508056066882","3.109886055106523","1094","86","18","20972","ANXA2,APOE,ATF2,COL2A1,COL4A1,EGF,ITGA5,ITGAV,ITGB1,KLK3,LEP,MYH9,PTPN6,SERPINE1,SHC1,SRC,TYMP,VAV3"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","false","0.0008535612536253235","3.0687653074057963","2834","86","30","20972","AKT2,APOE,ATF2,COL2A1,COL4A1,EGF,F7,FGF21,GP1BB,IGFBP1,IGFBP2,ITGA2,ITGA5,ITGAV,ITGB1,LEP,LYN,MYH9,NCK2,PLAT,PTPN6,SERPINE1,SHC1,SIRPA,SNCA,SRC,STAT5B,TBL1X,VAV3,YES1"
"GO:BP","regulation of hemostasis","GO:1900046","false","0.000882032317242303","3.054515502234532","70","86","6","20972","ANXA2,APOE,F7,PLAT,PRKG1,SERPINE1"
"GO:BP","response to oxygen-containing compound","GO:1901700","false","0.0009602058034608074","3.0176356734935057","1632","86","22","20972","AKT2,APOE,CES1,F7,FABP1,IGFBP1,IGFBP2,ITGA2,LEP,LYN,MMP3,PTPN6,RAD51,SERPINE1,SHC1,SIRPA,SNCA,SRC,STAT5B,TFF1,VIM,YES1"
"GO:BP","regulation of organic acid transport","GO:0032890","false","0.0009603053397607777","3.0175906562427417","71","86","6","20972","AKT2,CES1,ITGB1,LEP,PRKG1,SNCA"
"GO:BP","locomotion","GO:0040011","false","0.0009806701818132753","3.008477029625868","1236","86","19","20972","AKT2,APOE,CALCA,CGA,EGF,F7,FGF21,ITGA2,ITGAV,ITGB1,LYN,MMP3,PRKG1,SERPINE1,SNCA,SRC,TYMP,VAV3,WASL"
"GO:BP","integrin-mediated signaling pathway","GO:0007229","false","0.0011568212237036547","2.9367337521615524","118","86","7","20972","ITGA2,ITGA5,ITGAV,ITGB1,MYH9,SRC,VAV3"
"GO:BP","negative regulation of response to external stimulus","GO:0032102","false","0.0012598923162064485","2.899666572720416","393","86","11","20972","ANXA2,APOE,LYN,PLAT,PRKG1,PSMA1,PTPN6,SERPINE1,SIRPA,SRC,YES1"
"GO:BP","positive regulation of cell adhesion","GO:0045785","false","0.0013213717402670582","2.8789749855383833","483","86","12","20972","IGFBP2,ITGA2,ITGAV,LEP,LYN,NCK2,PTPN6,SIRPA,SRC,STAT5B,VAV3,YES1"
"GO:BP","regulation of coagulation","GO:0050818","false","0.0014421034291025646","2.841003590464255","76","86","6","20972","ANXA2,APOE,F7,PLAT,PRKG1,SERPINE1"
"GO:BP","monocarboxylic acid transport","GO:0015718","false","0.001447031843221682","2.839521911739775","178","86","8","20972","AKT2,APOE,CES1,FABP1,FABP4,LEP,LYN,SLC16A1"
"GO:BP","immune system process","GO:0002376","false","0.0015496849881808954","2.8097565739578534","2913","86","30","20972","APOE,ATF2,CALCA,CEACAM8,CHIT1,F7,GGT1,IGFBP2,ITGA2,ITGB1,KLK3,LEP,LYN,MMP3,MYH9,NBN,NCK2,PSMA1,PSME1,PTPN6,SERPINE1,SIRPA,SNCA,SRC,STAT5B,TP53BP1,VAV3,VIM,WASL,YES1"
